Issuer Name;Ticker;Cpn;Maturity;Series;BBG Composite;Mty Type;Currency;Yld to Mty (Bid);Ask Convexity;Bid Convexity;Next Cpn Dt;Mty (Years Frm Tdy);1st Cpn Pd Typ;Coupon Type
Banco Davivienda SA;DAVIVI;17.13152;7/09/2031;C120;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/06/2023;8.361396304;Normal;FLOATING
Banco Davivienda SA;DAVIVI;16.372544;26/09/2031;C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/06/2023;8.413415469;Normal;FLOATING
Ecopetrol SA;ECOPET;4.625;2/11/2031;#N/A Field Not Applicable;BB+;CALLABLE;USD;8.916761025;0.525903335;0.5253254;2/11/2023;8.514715948;Normal;FIXED
Itau Corpbanca Colombia SA;SANCOL;18.0065;23/11/2031;C180;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;23/05/2023;8.572210815;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;17.496875;28/11/2031;C14;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/05/2023;8.585900068;Normal;FLOATING
Instituto Colombiano de Credito Educativo y Estudios Tecnicos en el Exterior;ICCEE;18.071744;15/12/2031;C10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/06/2023;8.632443532;Normal;FLOATING
Banco Davivienda SA;DAVIVI;2.83;11/02/2032;U;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/05/2023;8.791238877;Normal;FIXED
Banco Caja Social SA;BANCOC;17.632775;15/02/2032;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/05/2023;8.802190281;Normal;FLOATING
Grupo Energia Bogota SA ESP;GEBCB;17.610125;28/02/2032;A15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/05/2023;8.837782341;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;17.658254;18/04/2032;15C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;18/07/2023;8.97467488;Long First;FLOATING
Colombia Government International Bond;COLOM;3.25;22/04/2032;#N/A Field Not Applicable;BB+;CALLABLE;USD;7.609109709;0.632633038;0.631140369;22/10/2023;8.985626283;Normal;FIXED
Colombia Government International Bond;COLOM;7;30/06/2032;REGS;#N/A N/A;AT MATURITY;COP;11.82287995;0.44938845;0.447984913;30/06/2023;9.174537988;Normal;FIXED
Colombian TES;COLTES;7;30/06/2032;B;BB+;AT MATURITY;COP;11.87847786;0.450536671;0.448484005;30/06/2023;9.174537988;Normal;FIXED
Colombia Government International Bond;COLOM;7;30/06/2032;144A;NR;AT MATURITY;COP;11.81698956;0.450961416;0.449555333;30/06/2023;9.174537988;Normal;FIXED
Grupo de Inversiones Suramericana SA;GRUPOS;17.089175;11/08/2032;C12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/05/2023;9.289527721;Normal;FLOATING
Banco de Occidente SA;BANOCC;16.98725;20/08/2032;#N/A Field Not Applicable;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;23/05/2023;9.314168378;Normal;FLOATING
Sodimac Colombia SA;SODIMA;17.47691;19/10/2032;B15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;20/07/2023;9.478439425;Normal;FLOATING
Gases de Occidente SA ESP;OCCICO;17.958464;11/12/2032;A20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/06/2023;9.623545517;Normal;FLOATING
Banco de Occidente SA;BANOCC;17.629952;14/12/2032;B180;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;14/06/2023;9.631759069;Normal;FLOATING
Cia de Financiamiento Tuya SA;CFTUYA;27.32672;15/12/2032;D10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/06/2023;9.63449692;Normal;FLOATING
Transenergia Sao Paulo SA;GEBCB;6.0548;15/12/2032;11;#N/A N/A;CALL/SINK;BRL;#N/A N/A;#N/A N/A;#N/A N/A;15/06/2023;9.63449692;Short First;FIXED
Ecopetrol SA;ECOPET;8.875;13/01/2033;#N/A Field Not Applicable;BB+;CALLABLE;USD;9.4101575;0.521491458;0.520459088;13/07/2023;9.713894593;Normal;FIXED
Colombia Government International Bond;COLOM;10.375;28/01/2033;#N/A Field Not Applicable;BB+;AT MATURITY;USD;8.433317154;0.522836299;0.518056831;28/07/2023;9.754962355;Normal;FIXED
Promigas SA ESP;PROMIG;17.237568;29/01/2033;A20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/04/2023;9.757700205;Normal;FLOATING
Colombia Government International Bond;COLOM;13.25;9/02/2033;REGS;#N/A N/A;AT MATURITY;COP;12.10650779;0.426687492;0.423779747;9/02/2024;9.787816564;Normal;FIXED
Colombian TES;COLTES;13.25;9/02/2033;B;NR;AT MATURITY;COP;12.05796401;0.427725668;0.426055748;9/02/2024;9.787816564;Normal;FIXED
Colombia Government International Bond;COLOM;13.25;9/02/2033;144A;#N/A N/A;AT MATURITY;COP;12.10650779;0.426687492;0.423779747;9/02/2024;9.787816564;Normal;FIXED
Surtidora de Gases del Caribe SA ESP;SURTCO;17.3723;12/02/2033;A20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;12/05/2023;9.796030116;Normal;FLOATING
Colombian TES;COLTES;3;25/03/2033;UVR;BBB-;AT MATURITY;COP;4.857002411;0.811618899;0.808190271;25/03/2024;9.908281999;Normal;FIXED
Colombia Government International Bond;COLOM;8;20/04/2033;#N/A Field Not Applicable;BB+;CALLABLE;USD;8.069993056;0.598151347;0.595912957;20/10/2023;9.979466119;Short First;FIXED
Organizacion Terpel SA;TERPCO;17.652608;7/06/2033;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/06/2023;10.11088296;Normal;FLOATING
AI Candelaria Spain SA;AICNRA;5.75;15/06/2033;REGS;BB-;CALL/SINK;USD;10.54015374;0.39743617;0.395592931;15/06/2023;10.13278576;Short First;FIXED
AI Candelaria Spain SA;AICNRA;5.75;15/06/2033;144A;BB-;CALL/SINK;USD;10.53729206;0.397095715;0.395628535;15/06/2023;10.13278576;Short First;FIXED
Transenergia Renovavel SA;GEBCB;6.0405;15/06/2033;11;#N/A N/A;CALL/SINK;BRL;#N/A N/A;#N/A N/A;#N/A N/A;15/06/2023;10.13278576;Short First;FIXED
Goias Transmissao SA;GEBCB;6.0548;15/06/2033;11;#N/A N/A;CALL/SINK;BRL;#N/A N/A;#N/A N/A;#N/A N/A;15/06/2023;10.13278576;Short First;FIXED
Interconexion Electrica SA ESP;ISACB;17.748926;25/07/2033;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/07/2023;10.24229979;Normal;FLOATING
Bancolombia SA;BCOLO;17.460032;16/09/2033;C12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/06/2023;10.38740589;Normal;FLOATING
Corp Financiera Colombiana SA;CFV;18.04361;20/10/2033;A12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;20/07/2023;10.48049281;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;3.825;26/11/2033;REGS;BBB;CALL/SINK;USD;6.120711087;0.686978131;0.682491538;26/05/2023;10.58179329;Normal;FIXED
Interconexion Electrica SA ESP;ISACB;3.825;26/11/2033;144A;BBB;CALL/SINK;USD;6.139575375;0.686652564;0.682147964;26/05/2023;10.58179329;Normal;FIXED
Bogota Distrito Capital;BOGOTA;18.176375;2/12/2033;D12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;2/06/2023;10.5982204;Normal;FLOATING
Empresas Publicas de Medellin ESP;EEPPME;19.041002;4/12/2033;A;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;4/06/2023;10.6036961;Normal;FLOATING
Celsia SA ESP;CELSIA;19.381022;11/12/2033;D20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/06/2023;10.62286105;Normal;FLOATING
Fideicomiso PA Costera;COSTER;6.75;15/01/2034;REGS;NR;SINKABLE;USD;8.913298341;0.229812183;0.228248599;15/07/2023;10.71868583;Long First;FIXED
Fideicomiso PA Costera;COSTER;6.25;15/01/2034;144A;NR;SINKABLE;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/07/2023;10.71868583;Long First;FIXED
Fideicomiso PA Costera;COSTER;6.25;15/01/2034;REGS;NR;SINKABLE;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/07/2023;10.71868583;Long First;FIXED
Fideicomiso PA Costera;COSTER;6.75;15/01/2034;144A;NR;SINKABLE;USD;8.913298341;0.229812183;0.228248599;15/07/2023;10.71868583;Long First;FIXED
Colombia Government International Bond;COLOM;7.5;2/02/2034;#N/A Field Not Applicable;BB+;CALLABLE;USD;8.15582933;0.667086424;0.664388977;2/08/2023;10.76796715;Normal;FIXED
Isagen SA ESP;ISAGEN;17.448704;6/06/2034;C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;6/06/2023;11.10746064;Normal;FLOATING
Grupo Bolivar SA;BOLI;18.27029;11/06/2034;C20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/06/2023;11.1211499;Normal;FLOATING
Empresas Publicas de Medellin ESP;EEPPME;18.4403;29/07/2034;A20a;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/04/2023;11.25256674;Normal;FLOATING
Grupo Argos SA/Colombia;ARGOS;16.874;28/08/2034;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/05/2023;11.33470226;Normal;FLOATING
Bancolombia SA;BCOLO;18.768986;24/09/2034;D20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/06/2023;11.40862423;Normal;FLOATING
Colombia Government International Bond;COLOM;7.25;18/10/2034;REGS;#N/A N/A;AT MATURITY;COP;11.8859444;0.610803064;0.607411428;18/10/2023;11.47433265;Normal;FIXED
Colombian TES;COLTES;7.25;18/10/2034;B;BB+;AT MATURITY;COP;11.96015064;0.610714745;0.605289564;18/10/2023;11.47433265;Normal;FIXED
Colombia Government International Bond;COLOM;7.25;18/10/2034;144A;#N/A N/A;AT MATURITY;COP;11.8859444;0.610803064;0.607411428;18/10/2023;11.47433265;Normal;FIXED
Banco Bilbao Vizcaya Argentaria Colombia SA;BANGAN;18.4403;26/11/2034;G240;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/05/2023;11.58110883;Normal;FLOATING
Fideicomiso PA Pacifico Tres;PACTRE;8.25;15/01/2035;REGS;NR;SINKABLE;USD;10.77711125;0.316950675;0.314651125;17/07/2023;11.71800137;Short First;FIXED
Fideicomiso PA Pacifico Tres;PACTRE;7;15/01/2035;REGS;NR;SINKABLE;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/07/2023;11.71800137;Short First;FIXED
Fideicomiso PA Pacifico Tres;PACTRE;8.25;15/01/2035;144A;NR;SINKABLE;USD;10.77711125;0.316950675;0.314651125;17/07/2023;11.71800137;Short First;FIXED
Fideicomiso PA Pacifico Tres;PACTRE;7;15/01/2035;144A;NR;SINKABLE;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/07/2023;11.71800137;Short First;FIXED
Organizacion Terpel SA;TERPCO;16.658825;26/02/2035;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/05/2023;11.8329911;Normal;FLOATING
Empresas Publicas de Medellin ESP;EEPPME;18.360962;19/03/2035;A20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;20/06/2023;11.89048597;Normal;FLOATING
Colombian TES;COLTES;4.75;4/04/2035;UVR;NR;AT MATURITY;COP;4.904145085;1.00475327;1.000945316;4/04/2024;11.93429158;Normal;FIXED
Interconexion Electrica SA ESP;ISACB;18.16505;7/05/2035;C20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/05/2023;12.02464066;Normal;FLOATING
Grupo Energia Bogota SA ESP;GEBCB;17.663936;25/06/2035;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/06/2023;12.15879535;Normal;FLOATING
Financiera de Desarrollo Nacional SA;FINENE;3.27;1/10/2035;F15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;1/10/2023;12.42710472;Normal;FIXED
Instituto Colombiano de Credito Educativo y Estudios Tecnicos en el Exterior;ICCEE;3.32;17/12/2035;M15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;17/12/2023;12.63791923;Normal;FIXED
UNE EPM Telecomunicaciones SA;UNEEPM;16.85135;16/02/2036;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/05/2023;12.80492813;Normal;FLOATING
Bogota Distrito Capital;BOGOTA;3.3;25/02/2036;O15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/02/2024;12.82956879;Normal;FIXED
UNE EPM Telecomunicaciones SA;UNEEPM;18.787925;26/05/2036;A20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/05/2023;13.07871321;Normal;FLOATING
PA Autopista Rio Magdalena;RIOMAG;6.05;15/06/2036;REGS;BB+;SINKABLE;COP;8.534902272;0.581114898;0.573173242;15/06/2023;13.13347023;Short First;FIXED
PA Autopista Rio Magdalena;RIOMAG;6.05;15/06/2036;144A;BB+;SINKABLE;COP;8.533131214;0.582536126;0.574580611;15/06/2023;13.13347023;Short First;FIXED
Colombia Government International Bond;COLOM;6.25;9/07/2036;REGS;NR;AT MATURITY;COP;11.882806;0.734195563;0.731304225;9/07/2023;13.19917864;Normal;FIXED
Colombia Government International Bond;COLOM;6.25;9/07/2036;144A;#N/A N/A;AT MATURITY;COP;11.882806;0.734195563;0.731304225;9/07/2023;13.19917864;Normal;FIXED
Colombian TES;COLTES;6.25;9/07/2036;B;NR;AT MATURITY;COP;11.931274;0.73229266;0.729331157;9/07/2023;13.19917864;Normal;FIXED
Promigas SA ESP;PROMIG;17.947136;8/09/2036;A20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;8/06/2023;13.36618754;Normal;FLOATING
Grupo Aval Acciones y Valores SA;AVALCB;17.949875;24/11/2036;A20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/05/2023;13.57700205;Normal;FLOATING
Instituto Colombiano de Credito Educativo y Estudios Tecnicos en el Exterior;ICCEE;4.36;15/12/2036;M15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/12/2023;13.63449692;Normal;FIXED
Colombian TES;COLTES;3.75;25/02/2037;UVR;NR;AT MATURITY;COP;4.97911643;1.329624131;1.320882412;25/02/2024;13.83162218;Normal;FIXED
Isagen SA ESP;ISAGEN;18.39155;3/03/2037;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;3/06/2023;13.84804928;Normal;FLOATING
Colombia Government International Bond;COLOM;7.375;18/09/2037;#N/A Field Not Applicable;BB+;AT MATURITY;USD;8.25066485;1.005136285;0.99876912;18/09/2023;14.39288159;Short First;FIXED
Cementos Argos SA;CEMCAR;17.856512;27/06/2038;C20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/06/2023;15.16495551;Normal;FLOATING
Empresa de Energia del Pacifico SA ESP;EPSACB;17.794262;24/04/2039;C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/07/2023;15.9890486;Normal;FLOATING
Corp Financiera Colombiana SA;CFV;17.66675;27/08/2039;A20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;16.33127995;Normal;FLOATING
Bogota Distrito Capital;BOGOTA;3.33;24/10/2039;O20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/10/2023;16.49007529;Normal;FIXED
Grupo Aval Acciones y Valores SA;AVALCB;17.428925;14/11/2039;A20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;14/05/2023;16.54757016;Normal;FLOATING
Bogota Distrito Capital;BOGOTA;3.93;21/05/2040;O20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;21/05/2023;17.06502396;Normal;FIXED
Grupo de Inversiones Suramericana SA;GRUPOS;17.53085;11/08/2040;C20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/05/2023;17.28952772;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;3.67;13/08/2040;G20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;13/08/2023;17.29500342;Normal;FIXED
Ecopetrol SA;ECOPET;18.89366;1/12/2040;A30;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;1/06/2023;17.59616701;Normal;FLOATING
Barranquilla Distrito Especial Industrial y Portuario;DIBACO;3.98;3/12/2040;C20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;3/12/2023;17.60164271;Normal;FIXED
Colombia Government International Bond;COLOM;6.125;18/01/2041;#N/A Field Not Applicable;BB+;AT MATURITY;USD;8.48989295;1.343786806;1.332974442;18/07/2023;17.72758385;Short First;FIXED
Interconexion Electrica SA ESP;ISACB;19.34285;16/02/2041;C25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/02/2024;17.80698152;Normal;FLOATING
Patrimonio Autonomo Union Del Sur;RUMIPA;6.66;28/02/2041;REGS;BB+;SINKABLE;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/09/2023;17.83983573;Long First;FIXED
Patrimonio Autonomo Union Del Sur;RUMIPA;6.66;28/02/2041;144A;BB+;SINKABLE;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/09/2023;17.83983573;Long First;FIXED
Isagen SA ESP;ISAGEN;18.289625;19/05/2041;C20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;19/05/2023;18.05886379;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;18.825656;1/12/2041;B;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;1/06/2023;18.59548255;Normal;FLOATING
Bogota Distrito Capital;BOGOTA;4.53;2/12/2041;O20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;2/12/2023;18.5982204;Normal;FIXED
Colombia Government International Bond;COLOM;4.125;22/02/2042;#N/A Field Not Applicable;BB+;CALLABLE;USD;8.116282063;1.706163421;1.692112789;22/08/2023;18.82272416;Short First;FIXED
Grupo Energia Bogota SA ESP;GEBCB;17.8253;28/02/2042;A25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/05/2023;18.83915127;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;17.8736;18/04/2042;25C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;18/07/2023;18.97330595;Long First;FLOATING
Cementos Argos SA;CEMCAR;17.768675;24/05/2042;C25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/05/2023;19.07186858;Normal;FLOATING
Colombian TES;COLTES;9.25;28/05/2042;B;NR;AT MATURITY;COP;12.17035028;0.873499419;0.867451189;28/05/2023;19.08281999;Normal;FIXED
Colombia Government International Bond;COLOM;9.25;28/05/2042;reGS;#N/A N/A;AT MATURITY;COP;12.189686;0.874074218;0.865995113;28/05/2023;19.08281999;Normal;FIXED
Colombia Government International Bond;COLOM;9.25;28/05/2042;144A;#N/A N/A;AT MATURITY;COP;12.189686;0.874074218;0.865995113;28/05/2023;19.08281999;Normal;FIXED
Grupo Energia Bogota SA ESP;GEBCB;5.45;25/06/2042;E22;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/06/2023;19.15947981;Normal;FIXED
Grupo Aval Acciones y Valores SA;AVALCB;17.799872;28/06/2042;A25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/06/2023;19.16769336;Normal;FLOATING
Gases de Occidente SA ESP;OCCICO;17.9159;2/03/2043;A25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;2/06/2023;19.84394251;Normal;FLOATING
Organizacion Terpel SA;TERPCO;17.833856;7/06/2043;C25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/06/2023;20.10951403;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;17.952938;25/07/2043;C25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/07/2023;20.24093087;Normal;FLOATING
Ecopetrol SA;ECOPET;19.17701;27/08/2043;C30;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/08/2023;20.33127995;Normal;FLOATING
Pei Asset Management SAS;PEICOL;17.7347;28/08/2043;C25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/05/2023;20.3340178;Normal;FLOATING
Ecopetrol SA;ECOPET;7.375;18/09/2043;#N/A Field Not Applicable;BB+;AT MATURITY;USD;9.530293249;1.364130643;1.35454055;18/09/2023;20.39151266;Normal;FIXED
Fideicomiso PA Concesion Ruta al Mar;RUTMAR;6.75;15/02/2044;REGS;BB+;SINKABLE;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/08/2023;20.80219028;Long First;FIXED
Fideicomiso PA Concesion Ruta al Mar;RUTMAR;6.75;15/02/2044;144A;BB+;SINKABLE;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/08/2023;20.80219028;Long First;FIXED
Colombia Government International Bond;COLOM;5.625;26/02/2044;#N/A Field Not Applicable;BB+;CALLABLE;USD;8.43279854;1.667377131;1.652210365;26/08/2023;20.83230664;Long First;FIXED
City of Medellin Colombia;MEDELL;#N/A N/A;26/08/2044;A30a;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/05/2023;21.33059548;Normal;FLOATING
Pei Asset Management SAS;PEICOL;17.635586;7/11/2044;C25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/05/2023;21.53045859;Normal;FLOATING
Organizacion Terpel SA;TERPCO;17.1005;26/02/2045;C25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/05/2023;21.83436003;Normal;FLOATING
Patrimonio Autonomo Montes de Maria;PHIERR;4.1;15/05/2045;REGS;AA;CALL/SINK;COP;5.150849897;0.805768934;0.798491783;15/05/2023;22.04791239;Short First;FIXED
Patrimonio Autonomo Montes de Maria;PHIERR;4.1;15/05/2045;144A;AA;CALL/SINK;COP;5.150849897;0.805768926;0.798491776;15/05/2023;22.04791239;Short First;FIXED
Ecopetrol SA;ECOPET;5.875;28/05/2045;#N/A Field Not Applicable;BB+;AT MATURITY;USD;9.713134785;1.512508967;1.505649764;28/05/2023;22.08350445;Normal;FIXED
Colombia Government International Bond;COLOM;5;15/06/2045;#N/A Field Not Applicable;BB+;CALLABLE;USD;8.305829094;1.835902184;1.822258746;15/06/2023;22.13278576;Short First;FIXED
Grupo Energia Bogota SA ESP;GEBCB;3.99;25/06/2045;E25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/06/2023;22.16016427;Normal;FIXED
Isagen SA ESP;ISAGEN;17.66675;27/08/2045;C25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/05/2023;22.33264887;Normal;FLOATING
Grupo Bolivar SA;BOLI;3.79;27/10/2045;E25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/10/2023;22.49965777;Normal;FIXED
Promigas SA ESP;PROMIG;3.77;19/11/2045;D25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;19/11/2023;22.56262834;Normal;FIXED
Bogota Distrito Capital;BOGOTA;3.85;25/02/2046;O25;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/02/2024;22.83093771;Normal;FIXED
Grupo Energia Bogota SA ESP;GEBCB;17.89325;28/02/2047;A30;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/05/2023;23.8384668;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;17.75735;28/11/2047;C30;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/05/2023;24.58590007;Normal;FLOATING
Isagen SA ESP;ISAGEN;17.768675;27/02/2048;C30;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;24.83504449;Normal;FLOATING
Bogota Distrito Capital;BOGOTA;3.49;24/10/2048;O29;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/10/2023;25.49212868;Normal;FIXED
Colombia Government International Bond;COLOM;5.2;15/05/2049;#N/A Field Not Applicable;BB+;CALLABLE;USD;8.277506788;2.088368411;2.063949523;15/05/2023;26.04791239;Short First;FIXED
Isagen SA ESP;ISAGEN;17.777216;6/06/2049;C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;6/06/2023;26.10814511;Normal;FLOATING
Colombian TES;COLTES;3.75;16/06/2049;UVR;NR;AT MATURITY;COP;4.950336893;3.225900282;3.155382196;16/06/2023;26.13552361;Normal;FIXED
Grupo de Inversiones Suramericana SA;GRUPOS;21.15485;25/11/2049;C40;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/05/2023;26.57905544;Normal;FLOATING
Colombia Government International Bond;COLOM;7.25;26/10/2050;REGS;NR;AT MATURITY;COP;12.06556661;1.220040052;1.208686631;26/10/2023;27.49623546;Normal;FIXED
Colombian TES;COLTES;7.25;26/10/2050;B;BB+;AT MATURITY;COP;12.11814312;1.215248268;1.203140009;26/10/2023;27.49623546;Normal;FIXED
Colombia Government International Bond;COLOM;7.25;26/10/2050;144A;NR;AT MATURITY;COP;12.06503003;1.222181796;1.210815728;26/10/2023;27.49623546;Normal;FIXED
Colombia Government International Bond;COLOM;4.125;15/05/2051;#N/A Field Not Applicable;BB+;CALLABLE;USD;7.751976694;2.559814053;2.526761569;15/05/2023;28.04654346;Short First;FIXED
Ecopetrol SA;ECOPET;5.875;2/11/2051;#N/A Field Not Applicable;BB+;CALLABLE;USD;9.625676981;1.890304498;1.870463776;2/11/2023;28.51471595;Normal;FIXED
Colombia Government International Bond;COLOM;3.875;15/02/2061;#N/A Field Not Applicable;BB+;CALLABLE;USD;7.491686302;3.336605838;3.275630923;15/08/2023;37.80424367;Long First;FIXED
